Item Item DOI,question_text
10.21019/qna-710986,Iron dextran cannot be mixed with Parenteral Total Nutrient Admixtures for which of the following reasons?
10.21019/qna-710987,A patient complains of severe constipation since starting ferrous sulfate therapy. Which regimen would be the best initial therapy for this patient?
10.21019/qna-710988,Which of the following is a reason why patients with anemia of chronic disease/inflammation do not respond effectively to oral iron therapy?
10.21019/qna-710989,A 40 year old patient with a long history of Crohn’s disease presents with a macrocytic anemia and complains of extreme fatigue. He denies any neurologic symptoms. His methylmalonic acid concentration is normal but his homocysteine concentration is elevated. What is the most likely etiology for his anemia?
10.21019/qna-710990,A 40 year old patient with a long history of Crohn’s disease presents with a macrocytic anemia and complains of extreme fatigue. He denies any neurologic symptoms. His methylmalonic acid concentration is normal but his homocysteine concentration is elevated. The patient was receiving the following medications at home prior to his hospitalization. Which medication would be most likely to result in his anemia?
10.21019/qna-710991,A 40 year old patient with a long history of Crohn’s disease presents with a macrocytic anemia and complains of extreme fatigue. He denies any neurologic symptoms. His methylmalonic acid concentration is normal but his homocysteine concentration is elevated. What would be a reasonable therapeutic regimen for this patient when discharged from the hospital?
10.21019/qna-710992,"A 40 year old patient with a long history of Crohn’s disease presents with a macrocytic anemia and complains of extreme fatigue. He denies any neurologic symptoms. His methylmalonic acid concentration is normal but his homocysteine concentration is elevated. After one month of folate therapy at 1 mg po daily, repeat blood work revealed minimal change in serum Hgb concentration with a MCV still greater than 100 fL. What changes would you make in his drug therapy at this time?"
10.21019/qna-710993,Why is it important that prenatal vitamins contain additional folic acid than conventional multivitamins?
10.21019/qna-710994,"A 70 year old woman presents with extreme fatigue, pallor, and mild glossitis.She is noted to have a significant megaloblastic anemia with a MCV of 110 fL. Her serum homocysteine and methylmalonic acid are both elevated. Her past medical history is significant for hypertension and peptic ulcer disease for which she has intermittently taken histamine-2 antagonists and proton pump inhibitors for the past 10 years. She also takes vitamin D/calcium supplements for mild osteoporosis, a multivitamin, vaginal estrogen cream, and hydrochlorthiazide.What is the likely etiology for her anemia?"
10.21019/qna-710995,"A 70-year-old woman presents with extreme fatigue, pallor, and mild glossitis. She is noted to have a significant megaloblastic anemia with a MCV of 110 fL. Her serum homocysteine and methylmalonic acid are both elevated. Her past medical history is significant for hypertension and peptic ulcer disease for which she has intermittently taken histamine-2 antagonists and proton pump inhibitors for the past 10 years. She also takes vitamin D/calcium supplements for mild osteoporosis, a multivitamin, vaginal estrogen cream, and hydrochlorthiazide.Use of which of the following drugs may have facilitated the development of this anemia?"
10.21019/qna-710996,"A 70 year old woman presents with extreme fatigue, pallor, and mild glossitis.She is noted to have a significant megaloblastic anemia with a MCV of 110 fL. Her serum homocysteine and methylmalonic acid are both elevated. Her past medical history is significant for hypertension and peptic ulcer disease for which she has intermittently taken histamine-2 antagonists and proton pump inhibitors for the past 10 years. She also takes vitamin D/calcium supplements for mild osteoporosis, a multivitamin, vaginal estrogen cream, and hydrochlorthiazide. What other risk factors does she have that may lead to a megaloblastic anemia?"
10.21019/qna-710997,"A 70 year old woman presents with extreme fatigue, pallor, and mild glossitis. She is noted to have a significant megaloblastic anemia with a MCV of 110 fL. Her serum homocysteine and methylmalonic acid are both elevated. Her past medical history is significant for hypertension and peptic ulcer disease for which she has intermittently taken histamine-2 antagonists and proton pump inhibitors for the past 10 years. She also takes vitamin D/calcium supplements for mild osteoporosis, a multivitamin, vaginal estrogen cream, and hydrochlorthiazide. Which of the following treatment regimens would be appropriate for this patient?"
10.21019/qna-710998,"A 70 year old woman presents with extreme fatigue, pallor, and mild glossitis. She is noted to have a significant megaloblastic anemia with a MCV of 110 fL. Her serum homocysteine and methylmalonic acid are both elevated. Her past medical history is significant for hypertension and peptic ulcer disease for which she has intermittently taken histamine-2 antagonists and proton pump inhibitors for the past 10 years. She also takes vitamin D/calcium supplements for mild osteoporosis, a multivitamin, vaginal estrogen cream, and hydrochlorthiazide. She tells you that she is “petrified of needles.” What other options could be offered to her?"
10.21019/qna-710999,"A 70 year old woman presents with extreme fatigue, pallor, and mild glossitis. She is noted to have a significant megaloblastic anemia with a MCV of 110 fL. Her serum homocysteine and methylmalonic acid are both elevated. Her past medical history is significant for hypertension and peptic ulcer disease for which she has intermittently taken histamine-2 antagonists and proton pump inhibitors for the past 10 years. She also takes vitamin D/calcium supplements for mild osteoporosis, a multivitamin, vaginal estrogen cream, and hydrochlorthiazide. If she chooses the intranasal form, which of the following point should be included as part of patient education?"
10.21019/qna-711000,"A 70-year-old woman presents with extreme fatigue, pallor, and mild glossitis. She is noted to have a significant megaloblastic anemia with a MCV of 110 fL. Her serum homocysteine and methylmalonic acid are both elevated. Her past medical history is significant for hypertension and peptic ulcer disease for which she has intermittently taken histamine-2 antagonists and proton pump inhibitors for the past 10 years. She also takes vitamin D/calcium supplements for mild osteoporosis, a multivitamin, vaginal estrogen cream, and hydrochlorthiazide. After she completes her course of therapy, her anemia has resolved and she states she is feeling better. She asks why her doctor wants her to keep taking the nasal spray or sublingual preparation once weekly. Which of the following statements would be the best response to provide?"
10.21019/qna-711001,What is the recommended dose of dabigatran in a patient with venous thromboembolism and a CrCl 90 mL/min?
10.21019/qna-711002,What is the recommended dose of dabigatran in a patient with venous thromboembolism and a CrCl 20 mL/min?
10.21019/qna-711003,Which of the following best describes the mechanism of action of dabigatran?
10.21019/qna-711004,Which of the following laboratory tests should be monitored in a patient taking dabigatran?
10.21019/qna-711005,Which of the following is a common adverse reaction associated with dabigatran therapy?
10.21019/qna-711006,Which of the following drugs should be avoided in a patient taking dabigatran?
10.21019/qna-711007,Which of the following therapies is preferred to reverse the effects of dabigatran?
10.21019/qna-711008,Which of the following is the most appropriate rivaroxaban regimen for DVT prophylaxis in a patient who recently underwent a total knee replacement?
10.21019/qna-711009,What is the recommended minimum duration of therapy for a patient receiving rivaroxaban for DVT prophylaxis after a total knee replacement?
10.21019/qna-711010,What is the brand name of rivaroxaban?
10.21019/qna-711011,Which of the following laboratory tests should be monitored in a patient taking rivaroxaban?
10.21019/qna-711012,Which of the following best describes the mechanism of action of rivaroxaban?
10.21019/qna-711013,Which of the following therapies is preferred to reverse the effects of rivaroxaban?
10.21019/qna-711014,Which of the following best describes the rationale for the use of rivaroxaban in a patient with atrial fibrillation?
10.21019/qna-711015,Patients taking dabigatran should be counseled on which of the following common adverse drug reactions?
10.21019/qna-711016,Which of the following should be discussed with a patient regarding their dabigatran therapy?
10.21019/qna-711017,Which of the following is the brand name of dabigatran?
10.21019/qna-711018,Which of the following foods may interact with Xarelto?
10.21019/qna-711019,Which of the following is the only route of administration available for Pradaxa?
10.21019/qna-711020,Which of the following drugs may increase the risk of bleeding in a patient taking rivaroxaban?
10.21019/qna-711021,Which of the following drugs is administered subcutaneously?
10.21019/qna-711022,Which of the following drugs requires monitoring of aPTT?
10.21019/qna-711023,Which of the following could be an adverse effect of dabigatran therapy?
10.21019/qna-711024,A patient taking warfarin for atrial fibrillation brings in a new prescription for Pradaxa. The patient does not remember what the physician had discussed with them about taking these two medications. Which of the following approaches should you take with the patient?
10.21019/qna-711025,A patient taking rivaroxaban after hip replacement surgery calls you on a Friday afternoon to ask you what to do because they vomited blood twice today. What is the best advice to give the patient?
10.21019/qna-900001,"If 100 capsules contain 340 mg of active ingredient, what is the weight, in mg, of active ingredient in 75 capsules? (Answer must be numeric; round the final answer to the nearest WHOLE number.)"
10.21019/qna-900002,"What is the weight, in grams, of 500 mL of a liquid whose specific gravity is 1.13? (Answer must be numeric; round the final answer to the nearest WHOLE number.)"
10.21019/qna-900003,"A pharmacist weighs out 325 mg of a substance on her class A prescription balance. Reweighing on a more sensitive analytical balance, she finds the weight is 312 mg. What is the percentage of error in the original weighing?"
10.21019/qna-900004,"What is the minimum weighable quantity, in grams, for a maximum of 5% error using a balance with a sensitivity requirement of 6 mg? (Answer must be numeric; round the final answer to the nearest WHOLE number.)"
10.21019/qna-900005,A patient weighing 175 lb is to receive an intramuscular dose of procainamide HCl of 50 mg/kg given in divided doses every 3 hours. How many milliliters from a 500 mg/mL vial should each injection contain? (Answer must be numeric; round the final answer to the nearest WHOLE number.)
10.21019/qna-900006,"What is the IBW, in kg, of a female patient whose height is 5 ft 8 in? (Answer must be numeric; round the final answer to the nearest WHOLE number.)"
10.21019/qna-900007,"What is the approximate BSA, in m2, of a male adult patient who weighs 154 lb and is 6 ft tall?"
10.21019/qna-900008,"If the adult dose of a drug is 125 mg, what is the dose, in mg, for a child whose BSA is estimated to be 0.68 m2? (Answer must be numeric; round the final answer to the nearest WHOLE number.)"
10.21019/qna-900009,"What is the creatinine clearance, in mL/min, for a 65-year-old female who weighs 50 kg and has a serum creatinine level of 1.3 mg/dL? (Answer must be numeric; round the final answer to the nearest WHOLE number.)"
10.21019/qna-900010,"Using the formula that follows, determine how many grams of zinc oxide is required to make 800 g of mixture: (Answer must be numeric; round the final answer to the nearest WHOLE number.)"
10.21019/qna-900011,"Using the formula that follows, determine how many grams of kaolin that would be required to produce 500 g of mixture: (Answer must be numeric; round the final answer to the nearest WHOLE number.)"
10.21019/qna-900012,How much dextrose is required to prepare 500 mL of an aqueous 10% solution?
10.21019/qna-900013,"What weight, in mg, of hexachlorophene should be used in compounding 20 g of an ointment containing hexachlorophene at a concentration of 1:400? (Answer must be numeric; round the final answer to the nearest WHOLE number.)"
10.21019/qna-900014,"What weight, in mg, of magnesium chloride (MgCl2, mw = 95.3) is required to prepare 200 mL of a solution that is 5 millimolar?"
10.21019/qna-900015,"What weight of magnesium chloride (MgCl2, mw = 95.3) is required to prepare 1,000 mL of a solution that contains 5 mEq of magnesium?"
10.21019/qna-900016,"What is the milliosmolarity (ideal) of normal saline (NaCl, formula weight = 58.5)?"
10.21019/qna-900017,How much water for injection is added to 250 mL of 20% dextrose to obtain 15% dextrose?
10.21019/qna-900018,"What volume, in mL, of a 5% dextrose solution is mixed with 200 mL of a 20% dextrose solution to prepare 300 mL of a 15% dextrose solution? (Answer must be numeric; round the final answer to the nearest WHOLE number.)"
10.21019/qna-900019,What is the final concentration obtained by mixing 200 mL of 20% dextrose with 100 mL of 5% dextrose?
10.21019/qna-900022,"What weight, in mg, of sodium chloride should be used in compounding the following prescription for ephedrine sulfate (mw = 429, E = 0.23)? Ephedrine sulfate 30 mL (Answer must be numeric; round the final answer to the nearest WHOLE number.)"
10.21019/qna-900023,A patient is to receive an infusion of 2 g of lidocaine in 500 mL D5W at a rate of 2 mg/min. What is the flow rate in milliliters per hour? (Answer must be numeric; round the final answer to the nearest WHOLE number.)
10.21019/qna-900024,What is the pH of a buffer solution prepared with 0.05 M disodium phosphate and 0.05 M sodium acid phosphate (pKa = 7.21)?
10.21019/qna-900026,Calculate the amount of water (in grams) in 100 mL of 65% (w/w) syrup that has a density of 1.313. (Answer must be numeric; round the final answer to the nearest WHOLE number.)
10.21019/qna-900027,"How much boric acid, in grams, is needed to prepare an isotonic solution of the following prescription?"
10.21019/qna-900029,How many milliequivalents of Na+ are contained in a 30 mL dose of the following solution?
10.21019/qna-900030,How many milliequivalents of magnesium sulfate are represented in 1 g of anhydrous magnesium sulfate (MgSO4) (mw = 120)?
10.21019/qna-900031,What is the concentration (g/mL) of a solution containing 4 mEq of CaCl2 2H2O per milliliter (mw 147)?
10.21019/qna-900032,An IV infusion for a patient weighing 132 lb calls for 7.5 mg of drug/kg of body weight added to 250 mL of 5% dextrose injection solution.What is the patient’s weight in kilograms? (Answer must be numeric; round the final answer to the nearest WHOLE number.)
10.21019/qna-900033,An IV infusion for a patient weighing 132 lb calls for 7.5 mg of drug/kg of body weight added to 250 mL of 5% dextrose injection. How many milligrams of drug is needed? (Answer must be numeric; round the final answer to the nearest WHOLE number.)
10.21019/qna-900034,An IV infusion of a drug in 5% dextrose injection contains a total volume of 250 mL per IV bag. What is the total number of milliliters the patient receives per day if the IV solution runs at 52 mL/h? (Answer must be numeric; round the final answer to the nearest WHOLE number.)
10.21019/qna-900035,An IV infusion of a drug in 5% dextrose injection contains a total volume of 250 mL per IV bag. What is the infusion rate in drops per minute (1 mL = 20 drops) if the IV solution runs at 52 mL/h? (Answer must be numeric; round the final answer to the nearest WHOLE number.)
10.21019/qna-900036,An IV infusion of a drug in 5% dextrose injection contains a total volume of 250 mL per IV bag. How many IV bags does the patient receive per day if the IV solution runs at 52 mL/h? (Answer must be numeric; round the final answer to the nearest WHOLE number.)
10.21019/qna-900037,"If 50 mg of drug X is mixed with enough ointment base to obtain 20 g of mixture, what is the concentration of drug X in ointment (expressed as a ratio)?"
10.21019/qna-900038,"When 23 mL of water for injection are added to drug-lyophilized powder, the resulting concentration is 200,000 units/mL. What is the volume of the dry powder if the amount of drug in the vial is 5,000,000 units? (Answer must be numeric; round the final answer to the nearest WHOLE number.)"
10.21019/qna-900039,"If 20 g of salicylic acid are mixed with enough hydrophilic petrolatum to obtain a concentration of 5%, how many grams of ointment was used to prepare the prescription?"
10.21019/qna-900040,"If the pKa of a weak acid drug is 2.5, at which pH will this drug become most ionized?"
10.21019/qna-900041,Which equation or law describes the rate of drug dissolution from a tablet?
10.21019/qna-900042,Which equation is used to calculate the pH of a buffer system?
10.21019/qna-900043,"If the pKa of a drug is 5, at which of the following pH values do the ionic and nonionic forms of the drug exist at equal ratio?"
10.21019/qna-900044,What is bioavailability?
10.21019/qna-900046,What condition usually increases the rate of drug dissolution for a tablet?
10.21019/qna-900047,"If the pKa of a weak base drug is 8.3, at which of the following pH values does this drug become more ionized?"
10.21019/qna-900048,Which of the following dosage forms may use surface-active agents in their formulations? (Mark all that apply.)
10.21019/qna-900049,Which of the following statements about lyophilic colloidal dispersions is true?
10.21019/qna-900050,Which of the following is not true for tablet formulations?
10.21019/qna-900051,Which of the following drug formulations leads to the most rapid absorption rate?
10.21019/qna-900052,"According to the Noyes–Whitney equation, the drug concentration immediately at the solid surface within the diffusion layer (stagnant layer) is recognized as which of the following?"
10.21019/qna-900053,Which of the following properties of large molecules will be enhanced by adding PEG groups?
10.21019/qna-900054,Which of the following statements is true?
10.21019/qna-900055,Which of the following statements is false?
10.21019/qna-900056,Which of the following is an emulsifying agent? (Mark all that apply.)
10.21019/qna-900058,Which of the following statements is false?
10.21019/qna-900060,Which of the following agents may be used in the enteric coating of tablets?
10.21019/qna-900061,Which type of water should be used when compounding a nonsterile preparation?
10.21019/qna-900062,What alcohol is used to compound a nonsterile preparation when its type and percentage are not specified?
10.21019/qna-900064,"As an o/w type of ointment base, hydrophilic ointment, USP, possesses which property?"
10.21019/qna-900065,"When one compounds an o/w emulsion containing a flavoring agent, the flavor should be in which emulsion phase?"
10.21019/qna-900068,What is the ratio of lactose to sucrose when used as the base to compound tablet triturates?
10.21019/qna-900069,"Which process best describes how the following preparation should be compounded? Camphor 1% Menthol 1% Thymol 0.5% White petrolatum, qs ad 30 g M.ft. ointment"
10.21019/qna-900070,"Which process best describes how to compound the following preparation? Salicylic acid 5% Levigating agent qs White petrolatum, qs ad 30 g"
10.21019/qna-900073,What is the maximum BUD that can be given to powder-filled capsules according to UPS Chapter <795> guidelines?
10.21019/qna-900074,Which is a characteristic of a preparation in the moderate compounding category according to USP Chapter <795>?
10.21019/qna-900081,"If the powder in an individual chart should weigh 350 mg, what is the acceptable weight range?"
10.21019/qna-900082,"Which federal legislation enacted in November 2013 amended the Food, Drug and Cosmetic Act to make a distinction between traditional pharmacy compounding regulated by a state board of pharmacy and a compounding outsourcing facility regulated by the FDA?"
10.21019/qna-900083,"If a USP/NF component is unavailable for a compounded preparation, which chemical grade would be the next best choice to use?"
10.21019/qna-900084,"Compared to a manufactured product, a compounded preparation has which of the following characteristics?"
10.21019/qna-900085,What type of cellulose is used to compound longer-acting capsules?
10.21019/qna-900086,Which of the following tests does not have to be completed on a high-risk CSP that will be administered by intravascular injection and is prepared in a lot size of 30 single-dose vials before release to a patient?
10.21019/qna-900087,Which of the following is correct concerning certification of a laminar flow workbench?
10.21019/qna-900088,The bacterial endotoxin test is used to determine
10.21019/qna-900089,Which of the following is correct concerning USP media transfers?
10.21019/qna-900090,"For a transfer of product into the controlled area,"
10.21019/qna-900091,Which of the following is correct concerning a vertical laminar flow hood?
10.21019/qna-900092,What factor may increase the risk of contamination when performing sterile compounding?
10.21019/qna-900093,"When determing storage conditions and beyond-use date for a compounded sterile preparations, what consideration is necessary?"
10.21019/qna-900094,Which of the following is correct?
10.21019/qna-900095,"When garbing to perform sterile compounding, what consideration is necessary?"
10.21019/qna-900096,Which of the following is correct concerning placement of items and work performed in the laminar flow workstation?
10.21019/qna-900097,Which parts of the syringe are considered critical sites?
10.21019/qna-900098,What parts of a needle are considered critical sites? (Select ALL that apply.)
10.21019/qna-900099,What is best practice for using ampules during sterile compounding?
10.21019/qna-900100,Which of the following statements is correct?
10.21019/qna-900101,"When performing terminal sterilization of compounded sterile preparations, what consideration is necessary?"
10.21019/qna-900102,Which of the following statements is correct concerning the USP sterility test?
10.21019/qna-900103,Which of the following is correct?
10.21019/qna-900104,Which of the following statements is correct?
10.21019/qna-900105,Which of the following statements is correct?
10.21019/qna-900106,The plenum in a laminar flow workbench is the area
10.21019/qna-900107,"When compounded into the same medication preparation, what characteristic may increase the likelihood of calcium and phosphate precipitation?"
10.21019/qna-900108,"When establishing physical and chemical stability for assigning beyond-use date to a compounded sterile preparation, what consideration is necessary?"
10.21019/qna-900134,"A pediatric patient receives an immunosuppressive therapy with oral cyclosporine solution. His concentration-adjusted dosing regimen is 85 mg every 12 hours. Because of a recent change in his insurance coverage, he needs to be switched from the drug product he is currently using to a generic solution dosage form of cyclosporine that is covered by his insurance. The bioavailability of the dosage form he previously used is 43%; the bioavailability of the generic dosage form is 28%. What is the appropriate dosage regimen for the generic dosage form to maintain the same systemic exposure as obtained from the previously used dosage form?"
10.21019/qna-900135,"A drug is administered via continuous infusion at a rate of 60 mg/h, resulting in a steady-state plasma concentration of 5 mcg/mL. If the plasma concentration is intended to be doubled to 10 mcg/mL, the infusion rate must be which of the following?"
10.21019/qna-900136,"Valtrex (valacyclovir) is a pro-drug for the antiviral acyclovir. It is enzymatically converted to acyclovir in the intestine and the liver. Probenecid and cimetidine increase the mean acyclovir AUC by 48% and 27%, respectively. Neither cimetidine nor probenecid affects the absorption of valacyclovir. Assume a glomerular filtration rate of 125 mL/minute. The pharmacokinetic parameters for acyclovir after valacyclovir administration are Clearance: 255 mL/minute f e = 0.90 Plasma protein binding: 15% According to the above information, which of the following statements is accurate regarding acyclovir pharmacokinetics after oral administration of valacyclovir?"
10.21019/qna-900137,Lidocaine will be given as a constant rate infusion for the treatment of ventricular arrhythmia. A plasma concentration of 3 mcg/mL was decided on as the therapeutic target concentration. The concentration of the infusion solution is 20 mg/mL lidocaine. The average volume of distribution of lidocaine is 90 L; the elimination half-life is 1.1 hours. What infusion rate (in mL/hr) must be set on the infusion pump to achieve the desired target concentration?
10.21019/qna-900138,"After termination of an intravenous constant rate infusion, the plasma concentration of a drug declines monoexponentially (C = C 0 × e −k × t). Concentrations measured at 2 hours and 12 hours after the end of the infusion are 12.9 mcg/mL and 6 mcg/mL, respectively. Calculate the initial concentration at the end of the infusion, and predict the concentration 24 hours after termination of the infusion."
10.21019/qna-900139,"M. Q. (100 kg, 26 years old) presents to the emergency room with acute symptoms of asthma. She recently started smoking again and has been taking oral theophylline for several years. The immediate determination of her theophylline plasma concentration results in a level of 4 mg/L. Therapeutic range: 10–20 mg/L What is the appropriate intravenous loading dose of aminophylline, in mg, for M. Q. to achieve a target concentration of 12 mg/L? (Answer must be numeric; round the final answer to the nearest WHOLE number?)"
10.21019/qna-900140,"For a drug product in clinical drug development, an oral dosing regimen needs to be established for a phase III study that maintains an average steady-state concentration of 50 ng/mL. In single-dose studies, an oral dose of 80 mg resulted in an AUC of 962 ng*h/mL and an elimination half-life of 10.3 hours. What dosing regimen should be used?"
10.21019/qna-900141,"M. D. (68 kg, 47 years old) has recently received her first 0.25 mg dose of digoxin. Plasma digoxin concentrations 12 and 24 hours following oral administration of this dose are 0.72 mcg/L and 0.33 mcg/L, respectively. The therapeutic plasma concentration range is 0.8–2 mcg/L. Predict M. D.'s digoxin trough concentration, in mcg/L, at steady state, assuming that oral digoxin therapy is continued at a dose rate of 0.25 mg once daily."
10.21019/qna-900142,"The population average values for the clearance and volume of distribution of nifedipine have been reported as 0.41 L/h/kg and 1.2 L/kg, respectively. What would be the maximum dosing interval, in hours, you can use for a multiple-dose regimen with an immediate-release oral dosage form of nifedipine if peak-to-trough fluctuation should not exceed 100%?"
10.21019/qna-900143,"B. R. (58 kg, 63 years old) is suffering from symptomatic ventricular arrhythmia. She will be started on an oral multiple-dose regimen with the antiarrhythmic mexiletine. The population average values of mexiletine for clearance and volume of distribution are 0.5 L/h/kg and 6 L/kg, respectively. Although a therapeutic range of 0.5–2 mg/L has been described, avoiding large peak-to-trough fluctuations is recommended. The available oral dosage forms are 150, 200, and 250 mg capsules with an oral bioavailability of F = 0.9. Design an appropriate and practically reasonable oral dosing regimen that keeps the plasma concentrations at an average concentration of approximately 1 mg/L, with a peak-to-trough fluctuation ≤ 100% (e.g., with concentrations within the limits of 0.75 and 1.5 mg/L)."
10.21019/qna-900144,"E. W. (58 kg, 20 years old) is receiving 80 mg of gentamicin as IV infusion over a 30-minute period q8h. Two plasma samples are obtained to monitor serum gentamicin concentrations as follows: one sample 30 minutes after the end of the short-term infusion and one sample 30 minutes before the administration of the next dose. The serum gentamicin concentrations at these times are 4.9 mg/L and 1.7 mg/L, respectively. Assume steady state. Develop a practically reasonable dosing regimen that will produce peak and trough concentrations of approximately 8 mg/L and 1 mg/L, respectively."
10.21019/qna-900145,"A patient who is receiving chronic phenytoin therapy is hospitalized for an elective surgical procedure. Admission labs note that the patient has a phenytoin concentration of 8 mcg/mL (therapeutic range: 10–20 mcg/mL) and an albumin concentration of 3 g/dL. Phenytoin: F = 0.2–0.9, CL-variable, < 1% excreted unchanged in the urine, 88–93% bound to plasma proteins (primarily albumin). Given this information and the therapeutic range of phenytoin, which of the following would you recommend to the physician?"
10.21019/qna-900146,Which of the following conditions indicates the possibility of renal clearance of a weakly acidic drug being sensitive to changes in urine pH?
10.21019/qna-900147,"A young man (73 kg, 28 years old, creatinine clearance 124 mL/minute) receives a single 200 mg oral dose of an antibiotic. The following pharmacokinetic parameters of the antibiotic are reported in the literature: V d = 0.31 L/kg t½ = 2.1 h f up = 0.77 67% of the antibiotic’s absorbed dose is excreted unchanged in the urine. Determine the renal clearance of the antibiotic. What is the probable mechanism for renal clearance of this drug?"
10.21019/qna-900148,"The pharmacokinetic parameters for captopril in healthy adults are Clearance: 800 mL/minutefe = 0.5Vss: 0.81 L/kgPlasma protein binding: 75%Captopril is a weakly basic drug that is used in the treatment of hypertension. Assuming a glomerular filtration rate of 125 mL/minute, what is (are) the mechanism(s) for renal clearance of captopril?"
10.21019/qna-900149,"The pharmacokinetic parameters for captopril in healthy adults are Clearance: 800 mL/minute f e = 0.5 Vss: 0.81 L/kg Plasma protein binding: 75% When cimetidine (a highly lipid soluble weak base that is highly secreted in the renal proximal tubules) and captopril are co-administered, the renal clearance of captopril is reduced to approximately 125 mL/minute. What is the most likely mechanism to account for this reduction in renal clearance?"
10.21019/qna-900150,"One of the most severe drug interactions is that between digoxin and quinidine. Administration of quinidine to patients taking digoxin results in a two- to threefold increase in digoxin Css and AUC after oral and intravenous administration of digoxin. Digoxin and quinidine are substrates for the multidrug resistance transporter P-glycoprotein. According to the following pharmacokinetic data for digoxin, what is the most likely mechanism to explain this drug–drug interaction? CL: 125 mL/minute Vss : 1.2 L/kg (IBW) f e: > 0.99 f up: 0.25"
10.21019/qna-900153,"J. D. is a 47-year-old male who has been prescribed codeine for lower back pain. The pharmacist dispensing the medication remembers reading a study in which patients who took codeine with grapefruit juice experienced an enhanced analgesic effect. The study found that grapefruit juice enhanced oral bioavailability (F) of codeine. Interestingly, there was no effect on codeine hepatic clearance or volume of distribution. Thus, the pharmacist counseled the patient not to take his codeine with grapefruit juice. Based on the pharmacokinetic data for codeine (listed below), what is the most likely explanation for the enhanced oral bioavailability of codeine? Plasma protein binding: 35% CL: 1,350 mL/minute f e: 0.10 Vss: 3.3 L/kg"
10.21019/qna-900155,"The process whereby the ribosome in the cytoplasm reads mRNA codons and matches them with the appropriate tRNA (which, in turn, carries amino acids responsible for protein synthesis) is referred to as"
10.21019/qna-900156,How many nucleotide triplets (or codons) exist for the encoding of the 20 possible amino acids specified by the genetic code?
10.21019/qna-900157,Which of the following refers to a plasmid designed to allow for the expression of an inserted gene within a host cell for the production of the specified protein?
10.21019/qna-900158,Which of the following is an example of an rDNA-generated cytokine used for the management of acute relapsing–remitting multiple sclerosis?
10.21019/qna-900159,Alteplase (Activase) is an rDNA protein of which of the following types?
10.21019/qna-900160,Which of the following biological agents is indicated for treatment as an adjunct to controlled ovarian hyperstimulation?
10.21019/qna-900161,Which of the following recombinant blood factors is available in recombinant form for clinical therapeutic use?
10.21019/qna-900162,Recombinant DNA technology has led to the development of vaccines for which of the following diseases? (Select ALL that apply.)
10.21019/qna-900163,"As dictated by the nomenclature for monoclonal antibodies, which of the following is a chimeric monoclonal antibody therapeutically used for inflammatory disease?"
10.21019/qna-900164,Which of the following is best described as the repair or correction of a dysfunctional gene by selectively introducing rDNA into cells or tissues (ultimately leading to the expression of a functional gene product)?
10.21019/qna-900165,Fomivirsen (Vitravene) is an example of which of the following biological products?
10.21019/qna-900166,The use of liposomal technology has favorably affected the therapeutic index of which of the following drugs?
10.21019/qna-900167,Which of the following is best described as the scientific discipline of using genomewide approaches to understand the inherited basis of differences between individuals in their response to drugs?
10.21019/qna-900168,An SNP always results in a change in which of the following?
10.21019/qna-900169,"Which of the following is best described as “the manipulation (as through genetic engineering) of living organisms or their components to produce useful usually commercial products (as pest resistant crops, new bacterial strains, or novel pharmaceuticals)”?"
10.21019/qna-900172,Which of the following best outlines the central dogma of molecular biology?
10.21019/qna-900173,Which of the following biotechnology agents is indicated for treating anemia caused by chronic kidney disease?
10.21019/qna-900174,Which of the following products is indicated for treatment of Crohn disease?
10.21019/qna-900175,Which of the following statements about statistics is true?
10.21019/qna-900176,Which of the following statements is not true for variables?
10.21019/qna-900179,Which of the following is not a measure of central tendency?
10.21019/qna-900180,Which of the following measures of dispersion is independent of the measurement unit?
10.21019/qna-900181,The following table shows 100 individuals cross-classified according to disease status and test results. Use data from this table to answer the question. Disease Test results Present Absent Total Positive 30 40 70 Negative 20 10 30 Total 50 50 100 Disease Test results Present Absent Total What is the sensitivity for the test?
10.21019/qna-900182,The following table shows 100 individuals cross-classified according to disease status and test results. Use data from this table to answer the question. Disease Test results Present Absent Total Positive 30 40 70 Negative 20 10 30 Total 50 50 100 Disease Test results Present Absent Total What is the specificity for the test?
10.21019/qna-900183,The following table shows 100 individuals cross-classified according to disease status and test results. Use data from this table to answer the question. Disease Test results Present Absent Total Positive 30 40 70 Negative 20 10 30 Total 50 50 100 Disease Test results Present Absent Total What is the predictive value positive for the test?
10.21019/qna-900184,The following table shows 100 individuals cross-classified according to disease status and test results. Use data from this table to answer the question. Disease Test results Present Absent Total Positive 30 40 70 Negative 20 10 30 Total 50 50 100 Disease Test results Present Absent Total What is the predictive value negative for the test?
10.21019/qna-900185,Which of the following statements is true?
10.21019/qna-900186,Which of the following statements are true about statistical hypotheses? (Select ALL that apply.)
10.21019/qna-900187,Which of the following statements is true?
10.21019/qna-900188,Which of the following statements are true for type I and type II errors? (Select ALL that apply.)
10.21019/qna-900189,Which of the following statements are true? (Select ALL that apply.)
10.21019/qna-900190,Which of the following statements is not true?
10.21019/qna-900191,Which of the following statements is true?
10.21019/qna-900192,Which of the following statements is true?
10.21019/qna-900193,Which of the following statements is not true about the chi-square test?
10.21019/qna-900194,Which of the following statements is true?
10.21019/qna-900199,Which of the following references would be the best source to identify drug information regarding whether a medication is lactose free?
